timestamp,symbol,price,quantity,is_buyer_maker
1778518180385,BTCUSDT,81679.3,0.283,True
1778518180523,BTCUSDT,81679.3,0.001,True
1778518180788,BTCUSDT,81679.4,0.367,False
1778518180957,BTCUSDT,81679.4,0.344,False
1778518180965,BTCUSDT,81679.3,0.022,True
1778518181130,BTCUSDT,81679.3,0.012,True
1778518181181,BTCUSDT,81679.4,0.1,False
1778518181267,BTCUSDT,81679.3,0.006,True
1778518181288,BTCUSDT,81679.4,0.026,False
1778518181345,BTCUSDT,81679.3,0.294,True
1778518182590,BTCUSDT,81679.3,0.002,True
1778518182750,BTCUSDT,81679.3,0.002,True
1778518182870,BTCUSDT,81679.3,0.048,True
1778518182876,BTCUSDT,81679.4,0.046,False
1778518183261,BTCUSDT,81679.3,0.184,True
1778518183602,BTCUSDT,81679.3,0.123,True
1778518184007,BTCUSDT,81679.3,0.502,True
1778518184234,BTCUSDT,81679.4,0.02,False
1778518184387,BTCUSDT,81679.3,0.026,True
1778518184412,BTCUSDT,81679.4,0.659,False
1778518184414,BTCUSDT,81679.5,0.001,False
1778518184414,BTCUSDT,81679.6,0.004,False
1778518184414,BTCUSDT,81679.7,0.001,False
1778518184414,BTCUSDT,81680.0,0.001,False
1778518184462,BTCUSDT,81680.1,0.022,True
1778518184573,BTCUSDT,81680.2,0.282,False
1778518184575,BTCUSDT,81680.3,0.001,False
1778518184575,BTCUSDT,81680.7,0.001,False
1778518184575,BTCUSDT,81681.0,0.005,False
1778518184575,BTCUSDT,81681.2,0.047,False
1778518184575,BTCUSDT,81681.4,0.001,False
1778518184577,BTCUSDT,81681.6,0.002,False
1778518184577,BTCUSDT,81681.7,0.001,False
1778518184578,BTCUSDT,81682.0,0.005,False
1778518184578,BTCUSDT,81682.2,0.001,False
1778518184578,BTCUSDT,81682.5,0.001,False
1778518184578,BTCUSDT,81682.7,0.002,False
1778518184578,BTCUSDT,81682.8,0.001,False
1778518184578,BTCUSDT,81682.9,0.004,False
1778518184595,BTCUSDT,81683.1,0.021,False
1778518184595,BTCUSDT,81683.2,0.018,False
1778518184595,BTCUSDT,81683.4,0.001,False
1778518184595,BTCUSDT,81683.7,0.004,False
1778518184595,BTCUSDT,81684.0,0.001,False
1778518184595,BTCUSDT,81684.1,0.001,False
1778518184603,BTCUSDT,81684.3,0.022,False
1778518184618,BTCUSDT,81684.4,1.634,False
1778518184621,BTCUSDT,81684.5,0.002,False
1778518184621,BTCUSDT,81684.9,0.001,False
1778518184703,BTCUSDT,81684.9,0.244,True
1778518185055,BTCUSDT,81685.0,0.006,False
1778518185068,BTCUSDT,81684.9,0.023,True
1778518185185,BTCUSDT,81685.0,0.011,False
1778518185262,BTCUSDT,81684.9,0.008,True
1778518186202,BTCUSDT,81685.0,0.004,False
1778518186552,BTCUSDT,81685.0,0.001,False
1778518186889,BTCUSDT,81684.9,0.918,True
1778518187013,BTCUSDT,81685.0,0.097,False
1778518187295,BTCUSDT,81685.0,0.002,False
1778518187516,BTCUSDT,81684.9,0.049,True
1778518187753,BTCUSDT,81684.9,0.017,True
1778518188043,BTCUSDT,81684.9,0.108,True
1778518188454,BTCUSDT,81684.9,0.014,True
1778518188773,BTCUSDT,81685.0,0.002,False
1778518188804,BTCUSDT,81684.9,0.016,True
1778518188944,BTCUSDT,81684.9,0.008,True
1778518189145,BTCUSDT,81685.0,0.017,False
1778518189248,BTCUSDT,81684.9,0.003,True
1778518189512,BTCUSDT,81685.0,0.002,False
1778518189884,BTCUSDT,81684.9,0.048,True
1778518190214,BTCUSDT,81684.9,0.071,True
1778518190699,BTCUSDT,81684.9,0.001,True
1778518190861,BTCUSDT,81685.0,0.003,False
1778518191074,BTCUSDT,81684.9,0.062,True
1778518191234,BTCUSDT,81684.9,0.018,True
1778518191335,BTCUSDT,81684.9,0.15,True
1778518192765,BTCUSDT,81685.0,0.003,False
1778518192857,BTCUSDT,81684.9,0.001,True
1778518192865,BTCUSDT,81685.0,0.006,False
1778518192982,BTCUSDT,81685.0,0.079,False
1778518193986,BTCUSDT,81684.9,0.568,True
1778518194072,BTCUSDT,81684.8,0.006,True
1778518194072,BTCUSDT,81684.7,0.002,True
1778518194072,BTCUSDT,81684.6,0.003,True
1778518194072,BTCUSDT,81683.8,0.002,True
1778518194072,BTCUSDT,81683.6,0.001,True
1778518194358,BTCUSDT,81683.2,0.001,False
1778518194554,BTCUSDT,81683.2,0.001,False
1778518194672,BTCUSDT,81683.2,0.008,False
1778518194717,BTCUSDT,81683.1,0.16,True
1778518194717,BTCUSDT,81683.0,0.006,True
1778518194717,BTCUSDT,81682.9,0.006,True
1778518194717,BTCUSDT,81682.7,0.001,True
1778518194717,BTCUSDT,81681.8,0.002,True
1778518194717,BTCUSDT,81681.3,0.001,True
1778518194717,BTCUSDT,81681.1,0.006,True
1778518194717,BTCUSDT,81681.0,0.002,True
1778518194717,BTCUSDT,81680.9,0.001,True
1778518194717,BTCUSDT,81680.8,0.001,True
1778518194718,BTCUSDT,81680.4,0.001,True
1778518194718,BTCUSDT,81680.1,0.041,True
1778518194718,BTCUSDT,81680.0,0.01,True
1778518194718,BTCUSDT,81679.9,0.002,True
1778518194718,BTCUSDT,81679.7,0.007,True
1778518194718,BTCUSDT,81679.6,0.007,True
1778518194718,BTCUSDT,81679.5,0.008,True
1778518194718,BTCUSDT,81679.3,0.085,True
1778518194718,BTCUSDT,81679.2,0.001,True
1778518194718,BTCUSDT,81679.0,0.003,True
1778518194718,BTCUSDT,81678.9,0.001,True
1778518194718,BTCUSDT,81678.8,0.001,True
1778518194718,BTCUSDT,81678.7,0.001,True
1778518194718,BTCUSDT,81678.5,0.052,True
1778518194718,BTCUSDT,81678.4,0.001,True
1778518194718,BTCUSDT,81678.1,0.002,True
1778518194718,BTCUSDT,81678.0,0.001,True
1778518194718,BTCUSDT,81677.9,0.004,True
1778518194718,BTCUSDT,81677.8,0.088,True
1778518194723,BTCUSDT,81677.9,0.001,False
1778518194724,BTCUSDT,81677.8,0.472,True
1778518194946,BTCUSDT,81677.8,2.046,True
1778518195423,BTCUSDT,81677.8,0.039,True
1778518195423,BTCUSDT,81677.7,0.002,True
1778518195423,BTCUSDT,81677.6,0.002,True
1778518195425,BTCUSDT,81677.5,0.014,True
1778518195425,BTCUSDT,81677.2,0.004,True
1778518195425,BTCUSDT,81676.9,0.001,True
1778518195425,BTCUSDT,81676.4,0.002,True
1778518195425,BTCUSDT,81676.3,0.001,True
1778518195427,BTCUSDT,81676.1,0.008,True
1778518195429,BTCUSDT,81676.0,0.003,True
1778518195429,BTCUSDT,81675.9,0.004,True
1778518195429,BTCUSDT,81675.8,0.001,True
1778518195429,BTCUSDT,81675.6,0.004,True
1778518195430,BTCUSDT,81675.4,0.001,True
1778518195430,BTCUSDT,81675.2,0.002,True
1778518195430,BTCUSDT,81675.1,0.001,True
1778518195430,BTCUSDT,81675.0,0.004,True
1778518195430,BTCUSDT,81674.8,0.002,True
1778518195430,BTCUSDT,81674.4,0.001,True
1778518195430,BTCUSDT,81674.2,0.003,True
1778518195430,BTCUSDT,81674.1,0.007,True
1778518195431,BTCUSDT,81674.1,0.02,False
1778518195433,BTCUSDT,81674.0,0.024,True
1778518195436,BTCUSDT,81673.8,0.003,True
1778518195436,BTCUSDT,81673.1,0.002,True
1778518195436,BTCUSDT,81672.9,0.001,True
1778518195436,BTCUSDT,81672.5,0.001,True
1778518195436,BTCUSDT,81672.4,0.006,True
1778518195438,BTCUSDT,81672.2,0.022,True
1778518195625,BTCUSDT,81672.3,0.003,False
1778518195977,BTCUSDT,81672.2,0.006,True
1778518196056,BTCUSDT,81672.3,0.001,False
1778518196149,BTCUSDT,81672.2,0.009,True
1778518196618,BTCUSDT,81672.3,0.001,False
1778518196771,BTCUSDT,81672.2,0.036,True
1778518196833,BTCUSDT,81672.3,0.016,False
1778518196842,BTCUSDT,81672.2,0.002,True
1778518197737,BTCUSDT,81672.2,0.122,True
1778518197857,BTCUSDT,81672.2,0.417,True
1778518197926,BTCUSDT,81672.1,0.005,True
1778518197926,BTCUSDT,81672.0,0.003,True
1778518197926,BTCUSDT,81671.9,0.001,True
1778518197926,BTCUSDT,81671.5,0.035,True
1778518197926,BTCUSDT,81671.2,0.03,True
1778518197933,BTCUSDT,81671.0,0.002,True
1778518197933,BTCUSDT,81670.8,0.001,True
1778518197933,BTCUSDT,81670.7,0.004,True
1778518197933,BTCUSDT,81670.6,0.002,True
1778518197933,BTCUSDT,81670.1,0.001,True
1778518197940,BTCUSDT,81670.0,0.046,True
1778518197940,BTCUSDT,81669.9,0.006,True
1778518197940,BTCUSDT,81669.4,0.001,True
1778518197940,BTCUSDT,81669.3,0.008,True
1778518197940,BTCUSDT,81669.1,0.011,True
1778518197941,BTCUSDT,81669.0,0.002,True
1778518197951,BTCUSDT,81669.0,0.013,False
1778518198044,BTCUSDT,81668.9,0.286,True
1778518198045,BTCUSDT,81668.8,0.001,True
1778518198045,BTCUSDT,81668.7,0.002,True
1778518198045,BTCUSDT,81668.6,0.002,True
1778518198045,BTCUSDT,81668.2,0.001,True
1778518198045,BTCUSDT,81668.0,0.001,True
1778518198045,BTCUSDT,81667.8,0.001,True
1778518198045,BTCUSDT,81667.7,0.003,True
1778518198045,BTCUSDT,81667.4,0.025,True
1778518198049,BTCUSDT,81667.2,0.001,True
1778518198049,BTCUSDT,81666.8,0.002,True
1778518198049,BTCUSDT,81666.7,0.001,True
1778518198049,BTCUSDT,81666.6,0.004,True
1778518198049,BTCUSDT,81666.4,0.001,True
1778518198049,BTCUSDT,81666.2,0.002,True
1778518198049,BTCUSDT,81666.0,0.002,True
1778518198056,BTCUSDT,81665.9,0.002,True
1778518198062,BTCUSDT,81665.6,0.005,True
1778518198062,BTCUSDT,81665.3,0.005,True
1778518198062,BTCUSDT,81665.0,0.001,True
1778518198062,BTCUSDT,81664.8,0.001,True
1778518198062,BTCUSDT,81664.2,0.001,True
1778518198069,BTCUSDT,81664.0,0.071,True
1778518198199,BTCUSDT,81664.0,0.515,True
1778518198199,BTCUSDT,81663.9,0.002,True
1778518198199,BTCUSDT,81663.8,0.001,True
1778518198199,BTCUSDT,81663.5,0.001,True
1778518198199,BTCUSDT,81662.9,0.001,True
1778518198199,BTCUSDT,81662.8,0.004,True
1778518198199,BTCUSDT,81662.4,0.001,True
1778518198199,BTCUSDT,81662.1,0.001,True
1778518198199,BTCUSDT,81662.0,0.001,True
1778518198199,BTCUSDT,81661.8,0.001,True
1778518198199,BTCUSDT,81661.7,0.003,True
1778518198199,BTCUSDT,81661.6,0.001,True
1778518198199,BTCUSDT,81661.4,0.001,True
1778518198199,BTCUSDT,81661.3,0.001,True
1778518198199,BTCUSDT,81661.1,0.029,True
1778518198199,BTCUSDT,81661.0,0.001,True
1778518198199,BTCUSDT,81660.9,0.004,True
1778518198199,BTCUSDT,81660.8,0.014,True
1778518198199,BTCUSDT,81660.7,0.001,True
1778518198199,BTCUSDT,81660.5,0.001,True
1778518198199,BTCUSDT,81660.3,0.06,True
1778518198199,BTCUSDT,81660.2,0.014,True
1778518198199,BTCUSDT,81660.1,0.003,True
1778518198199,BTCUSDT,81660.0,0.009,True
1778518198199,BTCUSDT,81659.9,0.007,True
1778518198199,BTCUSDT,81659.8,0.001,True
1778518198199,BTCUSDT,81659.6,0.002,True
1778518198199,BTCUSDT,81659.3,0.002,True
1778518198199,BTCUSDT,81659.2,0.002,True
1778518198199,BTCUSDT,81659.1,0.001,True
1778518198199,BTCUSDT,81659.0,0.001,True
1778518198199,BTCUSDT,81658.9,0.003,True
1778518198199,BTCUSDT,81658.8,0.004,True
1778518198199,BTCUSDT,81658.7,0.008,True
1778518198199,BTCUSDT,81658.6,0.003,True
1778518198199,BTCUSDT,81658.4,0.001,True
1778518198199,BTCUSDT,81658.3,0.103,True
1778518198199,BTCUSDT,81658.2,0.002,True
1778518198199,BTCUSDT,81658.0,0.001,True
1778518198199,BTCUSDT,81657.9,0.001,True
1778518198199,BTCUSDT,81657.8,0.001,True
1778518198199,BTCUSDT,81657.7,0.001,True
1778518198199,BTCUSDT,81657.5,0.004,True
1778518198199,BTCUSDT,81657.4,0.001,True
1778518198199,BTCUSDT,81657.3,0.04,True
1778518198199,BTCUSDT,81657.2,0.001,True
1778518198199,BTCUSDT,81657.0,0.08,True
1778518198199,BTCUSDT,81656.9,0.005,True
1778518198199,BTCUSDT,81656.8,0.03,True
1778518198199,BTCUSDT,81656.7,0.002,True
1778518198200,BTCUSDT,81656.5,0.001,True
1778518198200,BTCUSDT,81656.4,0.001,True
1778518198200,BTCUSDT,81656.3,0.001,True
1778518198200,BTCUSDT,81656.2,0.001,True
1778518198200,BTCUSDT,81656.0,0.053,True
1778518198200,BTCUSDT,81655.9,0.007,True
1778518198200,BTCUSDT,81655.8,0.015,True
1778518198200,BTCUSDT,81655.7,0.002,True
1778518198200,BTCUSDT,81655.5,0.002,True
1778518198200,BTCUSDT,81655.4,0.002,True
1778518198200,BTCUSDT,81655.3,0.002,True
1778518198200,BTCUSDT,81655.1,0.003,True
1778518198200,BTCUSDT,81655.0,0.005,True
1778518198200,BTCUSDT,81654.9,0.001,True
1778518198200,BTCUSDT,81654.7,0.007,True
1778518198200,BTCUSDT,81654.6,0.001,True
1778518198200,BTCUSDT,81654.4,0.002,True
1778518198200,BTCUSDT,81654.3,0.001,True
1778518198200,BTCUSDT,81654.2,0.002,True
1778518198200,BTCUSDT,81654.1,0.002,True
1778518198200,BTCUSDT,81654.0,0.002,True
1778518198200,BTCUSDT,81653.8,0.001,True
1778518198200,BTCUSDT,81653.6,0.004,True
1778518198200,BTCUSDT,81653.5,0.001,True
1778518198200,BTCUSDT,81653.4,0.703,True
1778518198203,BTCUSDT,81654.8,0.004,False
1778518198204,BTCUSDT,81654.6,0.01,True
1778518198210,BTCUSDT,81654.7,0.011,False
1778518198575,BTCUSDT,81654.6,0.001,True
1778518198963,BTCUSDT,81654.6,0.001,True
1778518199264,BTCUSDT,81654.7,0.016,False
1778518199474,BTCUSDT,81654.6,0.118,True
1778518199552,BTCUSDT,81654.7,0.001,False
1778518199556,BTCUSDT,81654.6,0.004,True
1778518199556,BTCUSDT,81654.5,0.007,True
1778518199556,BTCUSDT,81654.4,0.004,True
1778518199556,BTCUSDT,81653.6,0.002,True
1778518199557,BTCUSDT,81653.5,0.009,True
1778518199557,BTCUSDT,81653.3,0.011,True
1778518199557,BTCUSDT,81652.8,0.008,True
1778518199557,BTCUSDT,81652.6,0.003,True
1778518199557,BTCUSDT,81652.4,0.001,True
1778518199557,BTCUSDT,81652.3,0.001,True
1778518199557,BTCUSDT,81652.1,0.001,True
1778518199557,BTCUSDT,81652.0,0.01,True
1778518199557,BTCUSDT,81651.9,0.002,True
1778518199557,BTCUSDT,81651.6,0.002,True
1778518199557,BTCUSDT,81651.5,0.001,True
1778518199557,BTCUSDT,81651.2,0.001,True
1778518199557,BTCUSDT,81651.1,0.001,True
1778518199557,BTCUSDT,81650.8,0.003,True
1778518199705,BTCUSDT,81650.6,0.008,True
1778518199877,BTCUSDT,81650.7,0.003,False
1778518199953,BTCUSDT,81650.6,0.001,True
1778518200201,BTCUSDT,81650.6,0.015,True
1778518200326,BTCUSDT,81650.6,0.005,True
1778518200493,BTCUSDT,81650.7,0.007,False
1778518200596,BTCUSDT,81650.7,1.605,False
1778518200604,BTCUSDT,81650.8,0.002,False
1778518200604,BTCUSDT,81651.4,0.001,False
1778518200604,BTCUSDT,81651.5,0.2,False
1778518200607,BTCUSDT,81651.5,0.001,True
1778518200607,BTCUSDT,81651.6,0.001,False
